Consensus Address,Operator Address,Stake Size
cosmosvalcons1aerz0wetya2dr2gfep5rzvcj8jp85heaju9wyg,cosmosvaloper143g8ag20zg42z7h2j3dszw52ac6alyv876p2q8,1019900
cosmosvalcons18eg64zpqxmt6wru5705xg94hvqdh3hvv94e3cm,cosmosvaloper14jlpmqquh0gste6nzf4dn43kc8h50l6fmx6dfs,4077051953
cosmosvalcons1vu2xpycvehymqmzaq40y64gwhrd0y2g77ec8vl,cosmosvaloper14kn0kk33szpwus9nh8n87fjel8djx0y070ymmj,890135455487
cosmosvalcons1kyt86pphmwwlp4fnac4vmeypqufehhfw8zucrv,cosmosvaloper14k4pzckkre6uxxyd2lnhnpp8sngys9m6hl6ml7,97618413903
cosmosvalcons1nhuwxwxgt6rehjztp24z3gytgvdatd2g7kndfm,cosmosvaloper146kwpzhmleafmhtaxulfptyhnvwxzlvm87hwnm,218348823009
cosmosvalcons1nnecnhxz9uq8pfjpuah5sdtxkgacxj6fajk8kn,cosmosvaloper14upntdx8lf0f49t987mj99zksxnluanvu6x4lu,133608847364
cosmosvalcons1n5rmxqwj8328yek4t5dkckncefrn8qap29nhqw,cosmosvaloper14az9dmutwtz4vuycvae8csm4wwwtm0aumtlppe,479429089
cosmosvalcons1htpn7dq0xjth28cjfp50qj0v96ynptp0s0hclt,cosmosvaloper14l0fp639yudfl46zauvv8rkzjgd4u0zk2aseys,105616890979
cosmosvalcons1yxv746y5egu3l2p0q8pvv99lavgr6ptvdhx306,cosmosvaloper14lultfckehtszvzw4ehu0apvsr77afvyju5zzy,8789674413559
cosmosvalcons1tk0ggav5nyzthj9hp3pzx87pq38ypmsjjt9l60,cosmosvaloper1kqld7f3tu3ha5ht3qv2rq9ac9683d3xf356rc9,516356760
cosmosvalcons10zstm2nfykapjsmvmu4p3l8rxlyv23fqjjlcy6,cosmosvaloper1kyfce0nvluyhgfsdzz8hwrsf5336gsc95pyy4u,413741293372
cosmosvalcons1w652n2q4zf27ne5739yeel5uhphaqgmj699fgz,cosmosvaloper1ky5k0305lm4t4xa72a2g5ahfdzqxnwx358agra,2912839552
cosmosvalcons1lg89m7kvmnm5j4a8gg2yle2mucw5xvmhtyqp6f,cosmosvaloper1k9a0cs97vul8w2vwknlfmpez6prv8klv03lv3d,868087255
cosmosvalcons1nycy42dwasflemc07uklez2nyul72kduyxht24,cosmosvaloper1kgquh04ffqvadekf6e47070gskm0s0h28cl7ht,43449753957
cosmosvalcons1chcxhwwflgdfts5mm2xrp4wuwgg27gtxrepsxr,cosmosvaloper1kg99k8wd67r0ffxwavgnxup7yk46rvttxc53j7,2909369943
cosmosvalcons1l4w4fcxeu3mgl6jvphlaez06j6mx2lej9yhszt,cosmosvaloper1kgddca7qj96z0qcxr2c45z73cfl0c75p7f3s2e,172294938712
cosmosvalcons1upc05nc9pwhhagnkr3f2dft327qxsxfeyvajsu,cosmosvaloper1k2d9ed9vgfuk2m58a2d80q9u6qljkh4vfaqjfq,2188260148084
cosmosvalcons19nt2x53lt4s4w0h3udj5kss66ggul6xuu4sxxk,cosmosvaloper1ktecz4dr56j9tsfh7nwg8s9suvhfu70qykhu5s,588895280
cosmosvalcons17n9tgyx724nakgpm64kxjnah34yzg7dp63zp5e,cosmosvaloper1kj0h4kn4z5xvedu2nd9c4a9a559wvpuvu0h6qn,152390561
cosmosvalcons13l3ul7n2q7cf8ezphwzd5xmd406n473d8t9apq,cosmosvaloper1kn3wugetjuy4zetlq6wadchfhvu3x740ae6z6x,47927501026
cosmosvalcons18k8tautktewg7v36vmjweqjcjvwurhey9sl7fa,cosmosvaloper1k447djp2qrfk8pl44vd02qdlld2asjeepjxsep,2456329
cosmosvalcons17m9qk9xe345ar74pkx0z2rgrhmmam92pfsllsf,cosmosvaloper1k4mtqv0y964set0ayr8e09r54mpqs4xfw0ysew,6988081
cosmosvalcons1p7s0vhx5kr48mcvs92jldugmg5dmfh7ry3r935,cosmosvaloper1khnuwdpnyv6utvqx3plt3x6makh3rc9tv0wvv9,1009908
cosmosvalcons1awpa0lh8v6ldda9rgedjcwx3njyscgjws8545z,cosmosvaloper1kculeejzmnac8lezfpg9ulkj5gfy5tuf9ez29w,3052311
cosmosvalcons1e3wwysvd4pw834lcnlk24vydmn33fsxvwnffjp,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c,29947799759
cosmosvalcons1k3pqx4yg67gp6awclxh07p8kfhmmu9swja85ws,cosmosvaloper1k6e7l0lz497l8njqjxpd3g4wlkdfwe93uqf03k,904086243900
cosmosvalcons1m3x73kzmyd4k2jnfvhw43my8rnwvq7n42ch993,cosmosvaloper1kmvhdc3p57q4pwsn2txaluvuxfugeg39zqj783,1020811
cosmosvalcons13m0gh22aertrvdug3vahxjy4x9u4nv6dzzmwd5,cosmosvaloper1hf8a9yg6yswtj8lgchlr76mcenj2nd7a0e6z0z,674953
cosmosvalcons1saxk42pc8p98ng756p39g8u3halrr0d64grcp3,cosmosvaloper1hvsdf03tl6w5pnfvfv5g8uphjd4wfw2h4gvnl7,124232818
cosmosvalcons1knxq8u4v5gky8hs76wz6zp96s6m5vfujw95wla,cosmosvaloper1hdrlqvyjfy5sdrseecjrutyws9khtxxaux62l7,253325454351
cosmosvalcons17r7jkmvazl7tlgjaky5q6jgdxepjgawj8xgqfs,cosmosvaloper1hwu4wp5y47d2ntm3std5xeygqnqua3ekcpzp0v,4009600
cosmosvalcons1m8u2gxmc92n2v6kus8u48y3u0h88kcqp69cr3a,cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,1901663486220
cosmosvalcons1hdmtccezcafn5lxd8tcupzw8kwt3lvqjqdtkfy,cosmosvaloper1hjadhj9nqzpye2vkmkz4thahhd0z8dh3udhq74,707388658479
cosmosvalcons19hu8r09xwvl78tfn76dqd792cnrttwcq8fpjr3,cosmosvaloper1hkqejlyrj9h8knms9hwvrnp9xhqvjqlseh06vq,245508214633
cosmosvalcons1j7936y5vdvh6c55v07tt05hdmhuz5xu77qyga2,cosmosvaloper1hmd535f69t3x262m6s9wc6jd0dmel2zevhyuhm,4022894051680
cosmosvalcons16ewmqng3alzrt6ak62tgtr9da075gnpcchp0tp,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92,315048523
cosmosvalcons1wctrn02xrx5yd7tl3nhn3a8wyg7z5vs7303c7k,cosmosvaloper1hlwku8r5h34zayle405tlesvrg5svu7ugkld20,598443853
cosmosvalcons160dhr9e39ntq5u0zjxnx6sctyrge0n6pnpj5uy,cosmosvaloper1cql9ska0xl2rkg6gcv0np4333gn6fygs55asrs,73857
cosmosvalcons13s7fqcn6d30zsc896yza90v7j0y575qvxp78sg,cosmosvaloper1cz6q5nys0tgupq2mt99amsltepglxqgwfs6fum,45739023
cosmosvalcons1s347fuu7xy3d9gknle29fcjkzpe7j4fc2dk40r,cosmosvaloper1crqm3598z6qmyn2kkcl9dz7uqs4qdqnr6s8jdn,470160268928
cosmosvalcons1unv52ve2rxzhlps6f3n0gar5anmpq8a7gppr7g,cosmosvaloper1crf28v52ptkygcw07kr79rw8dme7v2m2sy0p0p,14344
cosmosvalcons1afszwt65n8x7gcx0dgu653wxqc82296zq2yeal,cosmosvaloper1cyvspwjvnedc9s5j759zezufrwf7esfpe48agy,1009900
cosmosvalcons1kpm95tm0esga3tzxya06cpkaxh65y97pmqgmng,cosmosvaloper1cgh5ksjwy2sd407lyre4l3uj2fdrqhpkzp06e6,574256548220
cosmosvalcons10u39ewdv7lf5exfcq7nlnjem9pgnsm0ptf2hw8,cosmosvaloper1cf9yqlamxgeza4nsn7y08vpkcs7qqjp46k6s3t,10001
cosmosvalcons1m06z2yhft44rns6etpke8vc4yvlysq4hs8n7um,cosmosvaloper1cv6hnl6sq4srccnzveqe8ggc2tepvvx45vwcwz,14942648
cosmosvalcons19jy2f0h5d6ve9nnxy3tvj34xfw2lpv2s7zkvm4,cosmosvaloper1c5n3z6ju8e07pqmmxcn4hkqn69d8kmvq5nxnxa,1009901
cosmosvalcons1668wcrfwsfy0rmryek6ctmdkrm9yx27c7grulf,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,25287045401033
cosmosvalcons1sjea3y3t5tey5w280mq5j4uer0s6uam9nthe0r,cosmosvaloper1cc99d3xcukhedg4wcw53j7a9q68uza707vpfe7,614701917272
cosmosvalcons18ewwe89v7dsg07xs8pwdudaw5aj7vpeyfynqs5,cosmosvaloper1cew4f2acglytrdsdewk7kv3v8ycxd89z28jel6,1009801
cosmosvalcons1px0zkz2cxvc6lh34uhafveea9jnaagckmrlsye,cosmosvaloper1clpqr4nrk4khgkxj78fcwwh6dl3uw4epsluffn,10572924320717
cosmosvalcons1v7dcj7zewwlff48alzmxlp9f9xfjayw9qznplh,cosmosvaloper1ey69r37gfxvxg62sh4r0ktpuc46pzjrm873ae8,3714607251216
cosmosvalcons10rca02th8lyjyuu7pgmstf72q6l2xzyru7zluq,cosmosvaloper1e859xaue4k2jzqw20cv6l7p3tmc378pc3k8g2u,455185717428
cosmosvalcons13jyq92fpz9qkn5jcrn2xu09xs5lk72nltzjkt5,cosmosvaloper1et77usu8q2hargvyusl4qzryev8x8t9wwqkxfs,141346629604
cosmosvalcons12kemllkwh7sw2ldrytgd5f3vzd4frynvkh5q64,cosmosvaloper1ed5a27kfyu0yljmna00vtr8mgzp6rwh9zn77zz,7047707229
cosmosvalcons1nwstsw6cnc64xx9en3tan2hppv3wk7am86yxj8,cosmosvaloper1ewtwxeksk59k0an3etj3n93al64l5qws2jw02z,1009935
cosmosvalcons1ctwajuqv7h0vq3tacs3c9xe3a28af7w5cpvj7z,cosmosvaloper1e0plfg475phrsvrlzw8gwppeva0zk5yg9fgg8c,227250746229
cosmosvalcons1y35q3lcg7wpwkq8pyh6s3zm0uv4e0zzhvncv7h,cosmosvaloper1e0jnq2sun3dzjh8p2xq95kk0expwmd7sj6x59m,260000
cosmosvalcons14dam4pk8p9w4hv40jdee3f8ed9z6u9wrgx652q,cosmosvaloper1esh5lm53ew3cpscy3nmm20xfvm8dlygadrpkmp,397866014173
cosmosvalcons1evelsgtuq72jajsc757pl6hez053gvfhu2mjty,cosmosvaloper1ej2es5fjztqjcd4pwa0zyvaevtjd2y5wxxp9gd,374102449114
cosmosvalcons1z0hr7p0jp34d3lf8e0hn8htp6hueanm0r04wd0,cosmosvaloper1e4vye322gkjx8n85jgcclnc7nvdvu82axnr5ll,656091513565
cosmosvalcons1sxt9l69pt75q0ryjqtejun86wtu9723zyaezq8,cosmosvaloper1eh5mwu044gd5ntkkc2xgfg8247mgc56fz4sdg3,2074110181752
cosmosvalcons16999gt582mp6jskelky88hpwnfme3gtlaaat0s,cosmosvaloper1ehkfl7palwrh6w2hhr2yfrgrq8jetgucudztfe,437538303465
cosmosvalcons1hs92z8ndlt3y9k09f2pma0dn5y3vtcyc0pw69p,cosmosvaloper1ehlmvdvgkpfcx8f07l929udjerc9mtyhl07ynp,179689622830
cosmosvalcons1wrzmfenhn3v6yn8aj9r9s838qgwz4mpx3dsgl3,cosmosvaloper1ec3p6a75mqwkv33zt543n6cnxqwun37rr5xlqv,173974738101
cosmosvalcons1jj9mfqeft03jpccn7vhu4t2jv4hy565mp08pq9,cosmosvaloper1eez6ks7upkjf8w3eaz0vah7x3d8zkade0mwn3f,10014501
cosmosvalcons1vehl4dxx32e70w8fvkhnxg3wph7970es74xmhj,cosmosvaloper1emw2f9auxyy532klzc5rkkfampgmn5ywftnv7l,2009800
cosmosvalcons1r6wwjn7shfw0awgply9uvkxkfkzmzdxjyma30v,cosmosvaloper1emaa7mwgpnpmc7yptm728ytp9quamsvu837nc0,8653394
cosmosvalcons1373rsraxfvfzgfeq99cv7y4afxgmf3kjr2jq6k,cosmosvaloper1eup5t8pp8jq354heck53qtama7vss9l354kh6r,16087736
cosmosvalcons1ns2u9ech60wedtcfynfrgsz6ax9390nlfywkk4,cosmosvaloper16qnr6snzq49l6grkyu39lzchnfv3ajfdvejx55,196882922872
cosmosvalcons1duezht6aw02uwun3jsvsrvwcverk6hyspyy3cn,cosmosvaloper16qme5yxucnaj6snx35nmwze0wyxr8wfgqxsqfw,105423016608
cosmosvalcons1xlpffku93h3me6dc9r657rkygc8ql3dtxasg27,cosmosvaloper16pp7hn3auelgc8z9tcax5jj8q490288cp53t0d,165147229278
cosmosvalcons13n5y8czvfzmcvnu9drarn6gw5yl7vkr0y6sy09,cosmosvaloper16zgjnqxryhq2kftfuv8urp50x0xwt5dagemhfl,1072006
cosmosvalcons1hkcyvfv7klahfg5qzh33uexwa8cgqgvekug2dy,cosmosvaloper16yupepagywvlk7uhpfchtwa0stu5f8cyhh54f2,1133967971023
cosmosvalcons1mfmv53dam2zcxxc4jynpj7vlm7mjxkmkyr4tea,cosmosvaloper16gdxm24ht2mxtpz9cma6tr6a6d47x63h65p52c,10000
cosmosvalcons1m6sskxgpngfmzlg6h89wzuepekhrkpy8zf33lz,cosmosvaloper16fnz0v4cnv5dpnj0p3gaft2q2kzx8z5hfrx6v5,9721032450
cosmosvalcons1av3nf6w75qhcqzvvu3lry94d3mgs587d23sj5f,cosmosvaloper16tdsscg6443vhp94hwmkafln5l59arugs6dnsx,1899811
cosmosvalcons1xsehlmhrdvpue82unavmxzxquvtakcrupua5p8,cosmosvaloper16v3f95amtvpewuajjcdsvaekuuy4yyzups85ec,231555459
cosmosvalcons1l5sl280pl005sgfwlvymqapqxnhzsaxmc87wt8,cosmosvaloper16ddmnhsxkjh6xt4n2xk36d56pndvjxcn6gffpm,3009700
cosmosvalcons14g64mm93hjmtdvjwmpajfyvv7vllry2f9s0t07,cosmosvaloper160794m2vw5yu2dvmsw8lcjh33ur26myjxurm4n,181983823029
cosmosvalcons1uv2n8wp2cea2z7ytwz7haxzma78py54p5akk8j,cosmosvaloper16s96n9k9zztdgjy8q4qcxp4hn7ww98qkrka4zk,380557904419
cosmosvalcons1mulc0daf2tha35hklq6zguu0lr6swes7ps06cf,cosmosvaloper16j5uk7zt8kha0w4637h36kuxrmlarrg0qfwlgz,1100900
cosmosvalcons1kjvee4f4unxn9dvsh668qg98yn6qke09p5ngx5,cosmosvaloper1648ynlpdw7fqa2axt0w2yp3fk542junl7rsvq6,3580310694
cosmosvalcons1qxdeeg55f57vxmruwv5rau743etv3fw530uf8x,cosmosvaloper16k579jk6yt2cwmqx9dz5xvq9fug2tekvlu9qdv,4333366464355
cosmosvalcons19vv4j3ph7xfqkkhkgc06hqdwextepl43uhje7j,cosmosvaloper16m93gjfqvnjajzrfyszml8qm92a0w67nwxrca7,10088
cosmosvalcons1jm6s0mqqwykp5n4p2mndafq3azgxyc2kf3sdn8,cosmosvaloper16lsdqdqcz7yywd82dtrt4nmf2u3peq4ukc8ap8,909915
cosmosvalcons1hd9lklns2makrf2wka2y9fkhayahyf4m0kf7z3,cosmosvaloper16lhapna7nfm0j3pnwt7tn4lxtx3q7hs4sf66t8,263957982
cosmosvalcons1mqppd3f82cl3enskdsx7efajx3pt9l345efuh6,cosmosvaloper1mrnrqgl4d5hqsfdcgnjfarjnlk43rs89gyz94x,45006501
cosmosvalcons1k3q6dh8eqxfwjwdx2ct7a6kns07eytzl5qnxm6,cosmosvaloper1my5hjhl3gv47jndnfhj6l726ppjtszza94l320,197114401814
cosmosvalcons1avwlyfg8k7wwwq8cd3xgky7hmuqalk5ud6acax,cosmosvaloper1mykn77lkynl8fkwvl9tqg369u0zajzzcdhkptq,23451023957
cosmosvalcons1p7gcgvfkwnjqu4lzteea74ngatm00vvqha7dy4,cosmosvaloper1m902jrk0pn4yc47zfvauqwvtq0e03nen5xgzte,24516598715
cosmosvalcons1sveqdx72n5f9uu4lsljd59evn6pmjr75pjq2fa,cosmosvaloper1m83cwjucw9nt8xm66u8xavvy6v9m7xfspcszc5,3243749
cosmosvalcons1g2yl08tdkvcfdwkuxe5crdnrhg7t87zma4y669,cosmosvaloper1mnjg9xhraxljrccyw9y6u22ws0fa5asa38nd2q,140476241869
cosmosvalcons1nstujnmnzwa56msxg2rmam096wygazz4y6as4g,cosmosvaloper1ma02nlc7lchu7caufyrrqt4r6v2mpsj90y9wzd,264634936295
cosmosvalcons1d028q5ppxv4fpwfrjlvdwt9rj5xtsk8t7qzwxh,cosmosvaloper1m73mgwn3cm2e8x9a9axa0kw8nqz8a492ms63vn,557563906101
cosmosvalcons186naft4qsfyp8da5fz662ncpmv37lpjszpz0d0,cosmosvaloper1up3slj4nr5y23gxkvqn8h5ra9mv0pj2vrh0djk,1800000
cosmosvalcons153c3tsyls3h5daye7wqmxk69yujjqjv85ty9x3,cosmosvaloper1urxrvt5dmkqpe50gwrerjly2z6nvk9exjz2j3h,103453995866
cosmosvalcons1sv5xglesnj92zjxd54v4z30p8ez4efcynxv67s,cosmosvaloper1urtpxwfuu8k57aqt0h5zhsvmjt4m2mmdr0juzg,1009921
cosmosvalcons1f5kgy3dt7ju9sdwt3qhwu9ptzwsq4nd4qp6250,cosmosvaloper1uyt0yuv7cz7ppwefl9ths336ln7ysvg2jlj76t,52966250
cosmosvalcons1vaydvvhqpefy0s3x9mafdh55d5dwasetslkzq8,cosmosvaloper1uyccnks6gn6g62fqmahf8eafkedq6xq400rjxr,127114120
cosmosvalcons1efnfda07v6jgp0epgcp3n05hnycg2twspd2nej,cosmosvaloper1uxh465053nq3at4dn0jywgwq3s9sme3la3drx6,289900
cosmosvalcons18hzd6cggzasx449gl8tk9grg4q0gws0z52nvvy,cosmosvaloper1uxlf7mvr8nep3gm7udf2u9remms2jyjqvwdul2,3748434037215
cosmosvalcons1nydhgtxgvc95qvslw7rnv3xpj5v46stcadxez4,cosmosvaloper1uv26ytrnmydyctq0s58ve2k6wn2p653mqs80fm,26012066
cosmosvalcons19f07eunv876rgf4vdv7mtzj6h3vqpu4qtedw05,cosmosvaloper1udpsgkgyutgsglauk9vk9rs03a3skc62gup9ny,194149715868
cosmosvalcons1prcacwwfjesnpwtq36uvyd86y96rv8azq63ken,cosmosvaloper1usvshtypjw57edkwxq3tagme665398f0hf4wuc,170002866698
cosmosvalcons1vnt33u86vws3mcew9rhsqn7nwmw9xd03vvcpxs,cosmosvaloper1unap36cmuaxsmgtshm893hjkneta5vp6udzc0j,100045000
cosmosvalcons1nru4ehwwkrrf2pkkp845w3ddjlyls290mvj08y,cosmosvaloper1u5lcptf9kpw6psqg5xyr80t5d9l70lvcyg555w,2509802
cosmosvalcons1zz8y0lqms4r0nrm755hj237vg3yhmvdl3ss6aw,cosmosvaloper1ukpah0340rx7k3x2njnavwyjv6pfpvn632df9q,479107939462
cosmosvalcons1j8yz8f6ymeg0j8qh534kynkl3ac4pf7a4xhrhr,cosmosvaloper1uhnsxv6m83jj3328mhrql7yax3nge5svrv6t6c,913527347046
cosmosvalcons1hlhkut23m374uqwjrl95shtv8h59kvmsvexmff,cosmosvaloper1uepjmgfuk6rnd0djsglu88w7d0t49lmljdpae2,725164689
cosmosvalcons1t2e48d6g630jph7wr8tnh2ylymsuxn8huya638,cosmosvaloper1u6ddcsjueax884l3tfrs66497c7g86skn7pa0u,56708579946
cosmosvalcons1nhzqzgyehe6rrzg8fwz7fxy34canlm5m6dm4wg,cosmosvaloper1uutuwrwt3z2a5z8z3uasml3rftlpmu25aga5c6,159347821612
cosmosvalcons1x6hw4rnkj4ag97jkdz4srlxzkr7w6pnymshf3v,cosmosvaloper1uuj8c7d9rvevf7yjj6jdw0lvfxl6lquf2ftukz,110719991272
cosmosvalcons1yk5ag5kntufq2zk7u6e3jd9mshpgzltk7knpja,cosmosvaloper1ualhu3fjgg77g485gmyswkq3w0dp7gys6qzwrv,415385668639
cosmosvalcons1w3uqjwlahv848a5fmd6a4zgy9puh08tvsh43pj,cosmosvaloper1u724thtn8z47nw9nvel367m3qh0gqnxe4g555a,228834
cosmosvalcons1fxalkxap5ag99cezd68purh7kvu33w9jhtryqq,cosmosvaloper1ul2me6vukg2vac2p6ltxmqlaa7jywdgt8q76ag,620556854159
cosmosvalcons1d38vz84cj7ukffcxl5p24quh0weluz2jnwk6uk,cosmosvaloper1ulawrs2d3ajw083a9u6nxsyg5j93kdu6pudrag,183119212161
cosmosvalcons16zea2upy3x5l0hsex0h2rnz7hg33n53sfr0g20,cosmosvaloper1armvgtd477axezdsql30s4cah03xzcrlykvc2x,2019801
cosmosvalcons18g9wwl8k9nv5yr9q5hqparw4w3qkwmju3mz6wt,cosmosvaloper1atpewucekh08gc8h4e6jv8fa7p9k84mmwlzqje,160565300557
cosmosvalcons1udthn8ykrjch9z6sz9ugnjsmucrwxzsjdwflh2,cosmosvaloper1awqm5sweq0z3uyl49ge7rcxpd5lpeln3ldnapc,10000
cosmosvalcons1v4cedgzm0m880nptj6jw7675t48zl4w9zse9ml,cosmosvaloper1awguwfrm22sh7yewkywrjujukc75a3r3tpwfyp,340904886
cosmosvalcons1l8evmgmgjwhzkece7rxqat4tpkxztw2v5x0ntq,cosmosvaloper1asazdfn60g4nakccc9leh37du0946l5fnnluy6,9989100
cosmosvalcons1lrqpcp5p2792wqxhxmt8tjveypjlvh378gkddu,cosmosvaloper1a3yjj7d3qnx4spgvjcwjq9cw9snrrrhu5h6jll,6649807103
cosmosvalcons1t8p8pdmq6jdzsm3dsurv8877vsvjtdwwkxq2cu,cosmosvaloper1a37ze3yrr2y9nn98l6frhjskmufvd40cpyd0gq,399055219453
cosmosvalcons1y5wl29sfgnlqmgkz6c9xh0tnwtat2ulyssrmpg,cosmosvaloper1aj76wlhlf7rsru38crq9qn7ygyy00f9c7lxz49,1010000
cosmosvalcons1ygzptuwvgqs6lv2ne68n4r4hphy37k9dzegwjj,cosmosvaloper1a4qlael79p76my9pml6thwhnnzsxyy4ajrvd9s,44504952173
cosmosvalcons16zkvwgzdwy70l8a5f8ed2tq9ghw8cylftd5wlr,cosmosvaloper1aewyh4gtvayx6v7w592jdfylawk4rsu9tfvfgm,379541126405
cosmosvalcons1zcu7xjr06a09g3ll6f3r92q0rt88dnv29cly94,cosmosvaloper1am8wmhwta4swx8f4quvffu7hqw48aujwypp0ew,214534516335
cosmosvalcons1fpz0t2dfcnah6hck3swegv9z32zenlulwsu9nv,cosmosvaloper1am80fauk3gnzcr76ylg0yju4f0chen5xke6pwk,3188515
cosmosvalcons12slnuxt862fy3n4rwxt29szjw6xjlmk2cgmrtm,cosmosvaloper17zcpywlhgcpk7ff505vr8mnc4wwpv5fcta6enz,1009905
cosmosvalcons1vp9yf9uq7zgtcm9mk82ejd9zpgfyly7pvluafc,cosmosvaloper17r0cp9zrtkvzlz7a2r09gmdxwqfyje98l3k9h6,996081946202
cosmosvalcons1cl92j56u5cj6kpz8cvrewhgj2gupqu269egr5a,cosmosvaloper17w8wc8y2jg2fjnkfxfw8z7a84qtuvyrgd89hm4,511120176003
cosmosvalcons1swp2ztrunnxv8txqzmjg9en9y3emvh3w2qc4cg,cosmosvaloper174glllafa668rcr2qzf5m0844ve60h0urf3h6u,8999103
cosmosvalcons1yy3rgawwsmeu0n27npd23r7zfg5uj7qnk6xvj2,cosmosvaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgjkfg0gh,189743637554
cosmosvalcons1u63cqxfxh30cxasuft0csf3l3qv4lh2mm4c3rk,cosmosvaloper17cy09npjq4sylkt56kwcuqcd74hlxj3fq4hwjd,10004
cosmosvalcons1wpjugmj5gqe2rvcf0dmh8fdddnxkuggaun3q89,cosmosvaloper17eqvq9h0jyd8mxtj2xrn6ksfu54qzw4llud7z6,2564335380
cosmosvalcons1knssshcun6asa2v5g5ktrwqjfw5fhmg686lfzr,cosmosvaloper17mggn4znyeyg25wd7498qxl7r2jhgue8u4qjcq,465105140824
cosmosvalcons1f6cjsfn47ujttypx7gtncglsmjvndugc2zelqx,cosmosvaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qxerarrl,2055358920135
cosmosvalcons1trff6w7vahhwfdu02czcf46e9nlsj37fcywsf4,cosmosvaloper1lrzxwu4dmy8030waevcpft7rpxjjz26cpzvumd,392741706765
cosmosvalcons10j4jk9w87q3cvxdxtkyr8m4489p92fj3vdzlue,cosmosvaloper1l9fwl9c77zx850htsr20pq3ltc379xt86ndelm,50576278
cosmosvalcons12hfqcslyxmr7rgfxrwykrln3tmnf0g66s4ftw7,cosmosvaloper1l5rgg6k87m6x5hl50xg5q7t680d672z87gzd7a,10500087904
cosmosvalcons1a0kkjnnvuy3ylv0g5twcae368ptgk83tyalw6t,cosmosvaloper1lktjhnzkpkz3ehrg8psvmwhafg56kfss3q3t8m,160623626786
cosmosvalcons1hrvuwye2g2eys46yx6kzqvq96cdn7k49c7dqd7,cosmosvaloper1lkujuk2004p3w42tgvuvqnsdmsq8u6jqkwf9wj,235651933780
cosmosvalcons1k2lk3t2va4h73ac64jkszqp5xm47qu5ll0s5aq,cosmosvaloper1lcwxu50rvvgf9v6jy6q5mrzyhlszwtjxhtscmp,540113919917
cosmosvalcons1h3ay33d02vduusd6uhzrqnf8fjk72up7h82dn4,cosmosvaloper1lc4wdzlvryg7fk9fc39d3yceu56gv4ea4jet3z,109991
cosmosvalcons1mrctah5360lymkp8vx2fn6a9emx8dl3p030s8e,cosmosvaloper1l6udzyaz8xaxv4hpagwauacm95jlcec3xlht2u,1509859
cosmosvalcons1sw344l98xygk78kcl9zgxkfv2dl2ychkzkcrd3,cosmosvaloper1lmu2hvm0prpkmacy7lw9uy3wp7fescmsuevrc9,3733239
